n,pos_rate,roc_auc,pr_auc,ece_10,thr@0.5,precision@0.5,recall@0.5,f1@0.5,acc@0.5,thr@best_f1,precision@best_f1,recall@best_f1,f1@best_f1,acc@best_f1,probs_col,label_col
30645,0.8464349812367433,0.9778948958463093,0.9957838032404053,0.11936145598231346,0.5,0.9600695757392422,0.9788349589421335,0.9693614584327576,0.9476260401370533,0.15,0.9563084986896293,0.9847334130074406,0.9703128264544435,0.9489965736661772,pred_cal,label
