n,pos_rate,ctx_roc_auc,ctx_pr_auc,ctx_ece_10,ctx_thr@0.5,ctx_precision@0.5,ctx_recall@0.5,ctx_f1@0.5,ctx_acc@0.5,ctx_thr@best_f1,ctx_precision@best_f1,ctx_recall@best_f1,ctx_f1@best_f1,ctx_acc@best_f1,ctx_probs_col,ctx_label_col,drop_roc_auc,drop_pr_auc,drop_ece_10,drop_thr@0.5,drop_precision@0.5,drop_recall@0.5,drop_f1@0.5,drop_acc@0.5,drop_thr@best_f1,drop_precision@best_f1,drop_recall@best_f1,drop_f1@best_f1,drop_acc@best_f1,drop_probs_col,drop_label_col
30645,0.8464349812367433,0.9778948958463092,0.9957838032404052,0.1193614559823134,0.5,0.9600695757392422,0.9788349589421336,0.9693614584327576,0.9476260401370532,0.15,0.9563084986896292,0.9847334130074406,0.9703128264544436,0.9489965736661772,pred_cal,label,0.9778948958463092,0.9957838032404052,0.1193614559823134,0.5,0.9600695757392422,0.9788349589421336,0.9693614584327576,0.9476260401370532,0.15,0.9563084986896292,0.9847334130074406,0.9703128264544436,0.9489965736661772,pred_cal,label
