n,pos_rate,baseline_roc_auc,baseline_pr_auc,baseline_ece_10,baseline_thr@0.5,baseline_precision@0.5,baseline_recall@0.5,baseline_f1@0.5,baseline_acc@0.5,baseline_thr@best_f1,baseline_precision@best_f1,baseline_recall@best_f1,baseline_f1@best_f1,baseline_acc@best_f1,baseline_probs_col,baseline_label_col,context_roc_auc,context_pr_auc,context_ece_10,context_thr@0.5,context_precision@0.5,context_recall@0.5,context_f1@0.5,context_acc@0.5,context_thr@best_f1,context_precision@best_f1,context_recall@best_f1,context_f1@best_f1,context_acc@best_f1,context_probs_col,context_label_col
30645,0.8464349812367433,0.9753465857250788,0.9945769168180564,0.1238503909541197,0.5,0.9619965106576652,0.9778326072709048,0.9698499187458178,0.9485397291564692,0.1,0.9539840785655828,0.9886657157176452,0.9710153158781546,0.9500407896883668,pred_cal,label,0.9778948958463092,0.9957838032404052,0.1193614559823134,0.5,0.9600695757392422,0.9788349589421336,0.9693614584327576,0.9476260401370532,0.15,0.9563084986896292,0.9847334130074406,0.9703128264544436,0.9489965736661772,pred_cal,label
